310 41
311 71
312 55
313 42
314 63
315 68
316 59
317 61
318 73
319 55
320 76
321 80
322 79
323 99
324 99
325 111
326 111
327 140
328 140
329 167
330 187
331 197
332 204
333 243
334 297
335 251
336 317
337 329
338 362
339 383
340 371
341 398
342 421
343 434
344 460
345 452
346 484
347 480
348 505
349 479
350 525
351 469
352 488
353 465
354 488
355 436
356 439
357 437
358 416
359 411
360 407
361 367
362 312
363 322
364 317
365 292
366 281
367 271
368 216
369 219
370 204
371 209
372 191
373 160
374 176
375 126
376 139
377 118
378 112
379 116
380 98
381 106
382 110
383 101
384 98
385 88
386 98
387 63
388 69
389 66
390 66
391 66
392 60
393 58
394 53
395 56
396 49
397 57
398 43
399 58
400 40
401 44
402 43
403 39
404 38
405 48
406 38
407 40
